"Tag Code","Site Name","Release Date MMDDYYYY","Species Code","Species Name","Run Code","Run Name","Rear Type Code","Rear Type Name","Brood Year YYYY","First Obs Date Max","Last Obs Date Min"
"3DD.003D74738C","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74738D","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747393","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74739A","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74739F","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7473AA","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7473AF","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7473B0","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7473B4","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7473B5","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7473B6","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747480","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747482","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747486","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74748A","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74748B","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74748C","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747497","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747498","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74749B","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74749C","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74749E","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474A3","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474A4","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474A9","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474B5","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474B9","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474BA","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474BE","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474C7","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474CF","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474D0","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474D1","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474D3","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474D7","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474DF","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474E7","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474E9","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474F1","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474F6","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474F7","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474F8","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474FC","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7474FD","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747500","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747506","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747507","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74750B","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74750C","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74750F","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747511","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747512","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747515","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747518","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747520","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747524","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747525","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747528","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74752B","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74752D","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74752F","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747538","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747544","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7475B2","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7475B5","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7475B7","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7475BC","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7475C3","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7475C6","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7475CA","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7475D5","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7475D8","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7475DB","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7475E1","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7475E5","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7475E6","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7475EA","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7475F4","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7475F6","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7475FB","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747600","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74760C","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747686","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747688","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74768D","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747690","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747696","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74769B","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7476A9","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7476B1","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7476C1","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7476C4","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7476C8","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7476CD","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7476DC","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7476E1","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7476E5","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7476F9","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747700","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747702","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747703","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74770A","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74771B","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74772A","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747733","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747738","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747739","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74773A","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7477A4","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7477AA","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7477AB","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7477AC","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7477AE","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7477B2","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7477B3","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7477BC","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7477C8","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7477D2","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7477E0","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7477E3","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7477EA","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7477EF","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7477F9","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7477FB","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7477FE","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747800","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747803","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747804","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747817","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74781B","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747821","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747822","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747826","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74782A","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74782C","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74783A","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74783B","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747840","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747843","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747844","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747848","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74784C","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74784D","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74784E","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74785B","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747864","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747867","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74786A","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747876","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747877","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747878","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74787B","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747880","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74788D","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747894","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D747895","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D74789E","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478A0","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478A4","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478AB","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478AD","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478AE","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478B2","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478B4","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478B5","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478BC","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478C5","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478C9","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478D0","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478D1","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478D2","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478D3","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478DD","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478E7","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478EA","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478EE","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478EF","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478F5","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478FC","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
"3DD.003D7478FD","ICL - Lower Icicle Instream Array","4/14/2021","1","Chinook","1","Spring","H","Hatchery Reared","2019","04/14/2021","04/14/2021"
